id,phi_S,delta_AB,delta_S,group
80,421.81142076101,0.0273889073580626,0.2208464088305904,simulationGroup1
81,545.025936973536,0.0160977531761254,0.2238156367106846,simulationGroup1
82,512.760520475196,0.0298352395832247,0.2143849807203371,simulationGroup1
83,293.634806544534,0.0427915887067194,0.2646195101304074,simulationGroup1
84,1152.02607653795,0.0273733700252431,0.2514299643570844,simulationGroup1
85,420.790001559434,0.0428253263839329,0.2246081545881521,simulationGroup1
86,192.953666918312,0.0180972292298469,0.2426537397786953,simulationGroup1
87,1168.18554322731,0.025238073087987,0.2226999935030186,simulationGroup1
88,916.367446644198,0.0153388591839432,0.2038277170105677,simulationGroup1
89,338.955986652126,0.0142146154738584,0.2462378084952195,simulationGroup1
90,370.337839313201,0.0271653427827713,0.216338235986982,simulationGroup1
91,1023.3738715711,0.026573244085472,0.2264666020361841,simulationGroup1
92,427.014109046215,0.009783735311953,0.2417810827092386,simulationGroup1
93,450.058541017972,0.016305614917215,0.215218993120171,simulationGroup1
94,943.815644430222,0.0227955849216807,0.2464064735075948,simulationGroup1
95,439.996911608166,0.0268460002777893,0.2553381653782762,simulationGroup1
96,134.189451818554,0.0194236077296437,0.2286354699849146,simulationGroup1
97,835.232912804859,0.0467283037785283,0.2368777506197143,simulationGroup1
98,186.047580582192,0.0387044021612612,0.2082639808335415,simulationGroup1
99,1189.70840957015,0.0261238397775056,0.2167646758867925,simulationGroup1
100,894.12599163107,0.024603878647555,0.2957489692250814,simulationGroup1
